title,overview,release_date,vote_average,vote_count,genres,original_language
I Am Not an Easy Man,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",2018-04-13,6.3,990,"Comedy, Fantasy",fr
,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",,7.7,1954,"Unknown, Drama",en
The Butterfly's Dream,"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same.",2013-02-22,7.2,135,"Drama, History",tr
The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",2009-06-02,7.323,16929,Comedy,en
,Late-night TV legend David Letterman hosts an intimate talk show featuring insightful conversations and fun-filled excursions with notable figures.,,7.0,58,"Unknown, Comedy",en
Happy Anniversary,"Heureux Anniversaire is a 1962 French short comedy film directed by Pierre Étaix. While his wife impatiently waits and gets drunk, a husband tries to get the appropriate anniversary gifts and fight his way home through traffic in time for their celebratory lunch. It won an Oscar in 1963 for Best Short Subject.",1962-02-28,7.1,19,Comedy,fr
Dance-Off,Two cross-town rival dance teams go head to head for the National Nationals Championship.,2014-09-30,6.1,96,"Romance, Music, Comedy, Drama",en
Happy Anniversary,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,2018-03-30,5.7,192,"Romance, Comedy",en
Annihilation,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",2018-02-22,6.425,8655,"Science Fiction, Horror",en
A Romantic Comedy,"Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures.",2010-02-05,4.7,45,"Romance, Comedy",tr
No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",2011-01-21,6.292,4691,"Comedy, Romance",en
,A Swedish detective and her timid British colleague's attempt to solve a gruesome murder case nets mixed results and miscommunication.,,7.2,22,"Drama, Crime, Comedy",sv
Kurt & Courtney,"After rocker Kurt Cobain's death, ruled a suicide, a film crew arrives in Seattle to make a documentary. Director Nick Broomfield talks to lots of people. Portraits emerge: a shy, slight Kurt, weary of touring, embarrassed by fame, hooked on heroin; an out-going Courtney, dramatic, controlling, moving from groupie to star.",1998-02-27,6.026,116,"Documentary, Music",en
Gaga: Five Foot Two,"Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.",2017-09-21,7.4,581,"Music, Documentary",en
,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",,7.666,2517,"Comedy, Drama",en
Unfaithful,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",2002-05-10,6.7,1544,"Thriller, Drama, Romance",en
Good Luck Chuck,"Cursed since childhood, dentist Charlie Logan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",2007-09-21,5.9,1496,"Comedy, Romance",en
,"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""",,7.915,849,"Comedy, Drama",en
Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",2015-05-07,6.858,5291,"Comedy, Music",en
,Go behind the scenes with social media sensation Cameron Dallas as he takes his career to the next level on an international tour.,,4.3,6,"Documentary, Unknown",en
,The journey of Jean Holloway – a therapist who begins to develop dangerous and intimate relationships with the people in her patients' lives.,,6.6,187,Drama,en
American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",1999-09-15,8.012,12088,Drama,en
